QUOTE_DATE,UNDERLYING_LAST,EXPIRE_DATE,DTE,STRIKE,C_MID,RF_RATE
2021-09-21,433.74, 2021-10-22,31.0,340.0,94.355,0.0003
2022-10-19,368.51, 2023-03-31,163.0,363.0,31.270000000000003,0.0391
2020-03-04,313.05, 2020-09-30,209.96,331.0,8.690000000000001,0.0070999999999999995
2021-09-01,451.85, 2022-06-30,302.0,360.0,98.94,0.0005
2021-10-13,435.18, 2022-09-16,338.0,420.0,41.005,0.0005
2021-08-17,443.95, 2023-12-15,850.04,310.0,142.5,0.0007000000000000001
2020-10-06,334.95, 2021-05-21,227.0,350.0,17.585,0.001
2021-01-26,383.83, 2021-01-27,1.0,412.0,0.005,0.0007000000000000001
2022-05-12,392.37, 2022-05-20,8.0,550.0,0.005,0.0095
2021-01-22,382.82, 2021-07-16,174.96,316.0,73.44,0.0008
2020-08-20,338.31, 2022-01-21,519.04,210.0,131.29500000000002,0.0011
2021-07-06,432.88, 2021-12-17,164.04,473.0,2.42,0.0005
2020-10-05,339.75, 2020-10-26,21.0,260.0,79.795,0.001
2020-10-23,345.64, 2021-12-17,420.04,25.0,320.67,0.001
2022-02-17,437.17, 2022-03-16,26.96,432.0,14.615,0.0037
2021-12-17,459.86, 2022-02-18,63.0,477.0,5.445,0.0005
2021-12-03,453.48, 2022-06-17,195.96,429.0,45.595,0.0006
2022-07-01,381.2, 2023-03-31,273.0,442.0,8.04,0.0166
2021-06-14,425.33, 2021-06-18,4.0,363.0,62.175,0.0003
2020-12-07,369.14, 2021-03-19,101.96,356.0,23.15,0.0008
2021-09-07,451.52, 2022-02-18,164.04,398.0,60.79,0.0005
2020-07-23,322.96, 2020-10-16,85.0,274.0,52.61,0.0012
2021-09-30,429.0, 2021-09-30,0.0,484.0,0.005,0.0004
2021-11-02,461.87, 2021-12-17,45.04,45.0,416.795,0.0005
2022-01-04,477.56, 2022-02-18,45.0,535.0,0.045,0.0008
2021-02-11,390.71, 2021-03-19,35.96,347.0,45.14,0.0005
2022-04-15,437.79, 2023-12-15,609.04,320.0,137.95999999999998,0.0005
2020-08-17,337.9, 2020-09-16,30.0,363.0,0.22,0.001
2022-03-07,419.55, 2022-03-31,23.96,404.0,22.795,0.0038
2022-10-26,382.12, 2024-12-20,786.04,315.0,107.5,0.0394
2021-09-03,453.08, 2021-09-15,12.0,390.0,63.14,0.0005
2022-02-04,448.6, 2022-03-18,41.96,333.0,116.41,0.0023
2021-10-20,452.39, 2021-10-27,7.0,305.0,147.26,0.0005
2022-03-10,425.49, 2022-03-28,17.96,305.0,120.33,0.0038
2022-01-06,467.93, 2022-01-21,15.0,449.0,20.83,0.001
2021-04-14,411.5, 2021-04-23,9.0,325.0,86.375,0.0002
2021-11-03,464.73, 2021-11-05,2.0,427.0,37.7,0.0005
2020-08-25,344.12, 2020-12-31,128.04,343.0,17.634999999999998,0.0011
2020-01-09,326.59, 2020-06-19,161.96,25.0,301.675,0.0151
2020-08-03,328.67, 2020-09-04,32.0,210.0,118.905,0.001
2020-08-13,336.82, 2020-09-09,27.0,361.0,0.2,0.001
2020-10-23,345.64, 2021-09-17,329.0,205.0,141.97500000000002,0.001
2022-02-23,421.97, 2022-03-31,35.96,462.0,0.7,0.0036
2020-11-20,355.34, 2021-04-16,146.96,395.0,3.035,0.0007000000000000001
2022-12-13,401.95, 2023-09-15,275.96,540.0,0.7050000000000001,0.0426
2020-06-09,320.94, 2020-07-17,38.0,390.0,0.045,0.0019
2022-11-21,394.59, 2022-12-30,39.0,393.0,11.605,0.042300000000000004
2020-02-12,337.44, 2020-12-31,323.0,367.0,4.41,0.0155
2020-11-24,363.22, 2020-12-24,30.0,383.0,0.765,0.0009
2021-04-21,416.08, 2022-03-18,331.0,413.0,28.795,0.0003
2020-11-06,350.19, 2020-11-18,12.0,170.0,179.95499999999998,0.001
2022-01-05,468.46, 2022-02-18,44.0,411.0,59.48,0.0009
2021-05-06,419.05, 2021-06-18,43.0,210.0,209.165,0.0002
2020-11-04,343.46, 2021-09-30,329.96,265.0,85.18,0.001
2022-06-02,417.37, 2022-06-03,1.0,365.0,52.245,0.0113
2022-02-24,428.06, 2022-03-04,8.0,384.0,44.16,0.0033
2021-10-04,428.7, 2021-10-11,7.0,442.0,0.33,0.0004
2020-04-29,293.15, 2020-06-30,62.0,332.0,0.59,0.001
2021-08-04,439.02, 2021-08-27,23.0,520.0,0.005,0.0005
2021-03-12,394.02, 2021-12-17,280.0,230.0,164.65,0.0004
2020-11-05,350.21, 2021-09-30,328.96,331.0,39.945,0.001
2022-08-01,410.72, 2023-06-30,333.0,354.0,77.69,0.0248
2021-02-17,392.43, 2021-02-26,9.0,426.0,0.015,0.0004
2020-11-02,330.16, 2021-05-21,199.96,165.0,165.595,0.0009
2022-05-24,393.97, 2022-07-15,52.0,414.0,6.02,0.0105
2021-12-07,468.29, 2021-12-31,24.0,315.0,153.17000000000002,0.0006
2020-08-11,332.8, 2020-08-17,6.0,362.0,0.005,0.0011
2022-02-07,447.24, 2022-07-15,157.96,395.0,62.010000000000005,0.0028000000000000004
2021-02-22,387.1, 2021-04-16,52.96,342.0,47.6,0.0003
2022-09-26,364.32, 2022-10-21,25.0,355.0,17.395000000000003,0.033
2022-02-14,438.98, 2022-02-25,11.0,379.0,60.305,0.0045000000000000005
2022-06-22,374.35, 2022-07-27,35.0,420.0,0.665,0.015700000000000002
2020-11-04,343.46, 2020-11-13,9.0,352.5,1.895,0.001
2020-12-15,369.59, 2021-04-16,121.96,350.0,29.69,0.0008
2021-07-13,435.72, 2022-02-18,220.04,364.0,78.30000000000001,0.0005
2021-11-15,467.47, 2022-06-30,226.96,426.0,54.8,0.0005
2020-10-26,339.52, 2022-09-16,690.0,235.0,111.375,0.0011
2020-07-01,310.6, 2020-07-17,16.0,335.0,0.195,0.0014000000000000002
2022-12-02,406.87, 2023-09-29,300.96,332.0,91.95,0.042199999999999994
2022-02-24,428.06, 2022-03-23,26.96,386.0,44.19,0.0033
2020-12-17,372.24, 2022-09-16,637.96,320.0,71.125,0.0008
2020-11-19,357.78, 2021-03-31,131.96,254.0,104.97,0.0007000000000000001
2022-07-14,377.96, 2022-08-19,36.0,255.0,123.455,0.0233
2022-05-12,392.37, 2023-03-17,309.0,590.0,0.205,0.0095
2021-12-16,466.42, 2022-03-18,91.96,476.0,10.685,0.0005
2022-05-23,396.83, 2022-12-16,207.04,424.0,16.09,0.010700000000000001
2021-03-17,397.24, 2021-08-20,156.0,225.0,172.16500000000002,0.0002
2020-05-11,292.62, 2020-06-26,46.0,278.0,20.105,0.0012
2020-12-03,366.68, 2021-01-15,43.0,228.0,137.97500000000002,0.0008
2021-09-27,442.67, 2021-10-08,11.0,250.0,192.66,0.0004
2020-02-03,324.12, 2020-09-30,239.96,331.0,11.87,0.0154
2021-06-09,421.65, 2021-06-23,14.0,440.0,0.0849999999999999,0.0003
2020-06-24,304.15, 2020-06-26,2.0,250.0,53.88,0.0015
2020-03-19,240.94, 2021-12-17,638.04,332.0,5.085,0.0004
2022-06-29,380.37, 2022-07-29,30.0,392.0,5.99,0.0173
2022-09-08,400.39, 2022-12-16,99.04,345.0,60.625,0.0297
2022-09-06,390.79, 2022-12-16,101.04,680.0,0.02,0.0296
2021-12-09,466.35, 2022-01-28,50.0,485.0,2.66,0.0006
2020-08-27,348.33, 2020-09-30,34.0,230.0,118.695,0.0011
2022-08-30,398.17, 2024-12-20,843.04,655.0,3.0,0.0288
2021-02-18,390.83, 2022-03-18,392.96,545.0,0.7949999999999999,0.0003
2021-08-16,447.06, 2022-12-16,487.04,570.0,1.96,0.0006
2021-10-20,452.39, 2021-11-24,35.04,365.0,87.58,0.0005
2021-03-29,395.76, 2022-02-18,326.04,260.0,137.865,0.0003
2020-06-04,311.34, 2020-06-10,6.0,332.0,0.025,0.0015
2020-03-27,254.0, 2020-03-27,0.0,268.0,0.005,0.0003
2021-06-14,425.33, 2021-06-30,16.0,337.0,88.155,0.0003
2020-12-21,367.65, 2021-09-17,269.96,358.0,32.16,0.0009
2021-02-23,387.52, 2021-09-30,218.96,312.0,83.005,0.0004
2022-11-28,395.93, 2024-12-20,753.0,355.0,89.0,0.043
2021-07-22,435.51, 2021-07-30,8.0,452.0,0.025,0.0005
2020-04-14,283.8, 2021-01-15,276.04,145.0,139.35000000000002,0.002
2021-11-10,463.67, 2021-11-19,9.0,336.0,127.655,0.0005
2022-09-29,362.84, 2022-10-21,22.0,341.0,26.245,0.0326
2020-06-22,310.67, 2020-07-17,25.0,260.0,51.615,0.0016
2020-10-01,336.97, 2020-10-16,15.0,130.0,207.1,0.0009
2021-02-19,390.03, 2021-02-26,7.0,372.5,17.835,0.0004
2021-11-16,469.17, 2022-02-18,94.0,479.0,8.559999999999999,0.0005
2021-10-22,453.15, 2021-11-26,35.04,300.0,153.195,0.0006
2022-01-20,446.65, 2022-02-18,29.0,370.0,77.74000000000001,0.0018
2021-06-17,421.89, 2021-09-17,92.0,455.0,0.98,0.0004
2021-06-09,421.65, 2021-10-15,128.0,415.0,19.295,0.0003
2021-11-23,468.29, 2024-01-19,787.0,420.0,84.25,0.0006
2021-07-02,433.76, 2021-09-17,77.0,525.0,0.015,0.0005
2022-10-25,384.81, 2022-12-16,52.04,464.0,0.245,0.0397
2020-12-23,367.57, 2020-12-30,7.0,406.0,0.005,0.0009
2022-07-18,381.99, 2022-08-08,21.0,280.0,102.34,0.024399999999999998
2020-10-15,347.54, 2020-11-13,29.04,380.0,0.325,0.0011
2020-09-04,342.52, 2022-09-16,742.0,505.0,2.3200000000000003,0.0011
2022-08-25,419.5, 2022-11-18,85.04,360.0,63.16,0.0278
2021-03-15,396.46, 2022-06-17,459.0,315.0,92.75,0.0004
2020-04-06,264.79, 2022-01-21,655.04,135.0,132.415,0.0015
2020-02-18,336.73, 2020-11-20,276.0,205.0,131.995,0.0155
2020-04-28,285.69, 2021-03-31,337.0,270.0,38.34,0.0011
2022-10-27,380.17, 2022-11-11,15.04,366.0,17.985,0.0395
2020-10-02,334.02, 2021-09-30,363.0,260.0,83.58500000000001,0.0009
2021-11-12,467.25, 2021-12-17,35.0,457.0,14.82,0.0005
2021-01-05,371.31, 2021-03-19,72.96,348.0,30.805,0.0009
2020-08-19,337.13, 2020-09-04,16.0,352.0,0.305,0.0011
2022-10-04,377.8, 2022-10-14,10.0,391.0,1.905,0.0332
2021-09-16,447.15, 2023-01-20,491.04,530.0,6.5,0.0004
2020-07-16,320.86, 2020-08-19,34.0,365.0,0.125,0.0011
2020-12-14,364.66, 2021-01-15,32.0,346.0,21.89,0.0009
2022-01-31,449.88, 2022-12-30,333.0,508.0,8.625,0.0024
2020-01-27,323.51, 2020-12-18,326.0,370.0,1.65,0.0152
2021-08-11,443.73, 2021-08-27,16.0,435.0,10.595,0.0005
2020-08-11,332.8, 2020-09-30,50.0,321.0,17.87,0.0011
2020-10-30,326.74, 2022-09-16,686.0,395.0,10.614999999999998,0.0009
2021-07-09,435.44, 2022-01-21,196.04,346.0,93.49,0.0006
2021-01-11,378.75, 2021-01-15,4.0,211.0,167.78,0.0008
2021-03-18,391.34, 2021-09-30,196.0,445.0,2.87,0.0001
2021-01-21,384.19, 2022-06-17,511.96,530.0,1.46,0.0009
2021-02-16,392.4, 2021-05-21,93.96,317.0,77.965,0.0004
2022-11-07,380.01, 2023-06-30,234.96,386.0,29.82,0.0412
2021-11-30,456.06, 2022-05-20,170.96,150.0,306.25,0.0005
2020-10-05,339.75, 2020-12-31,87.04,425.0,0.275,0.001
2022-12-13,401.95, 2022-12-16,3.0,419.0,0.315,0.0426
2021-06-23,422.64, 2021-07-09,16.0,417.0,8.045,0.0005
2020-04-14,283.8, 2021-01-15,276.04,258.0,43.35,0.002
2021-10-22,453.15, 2021-11-08,17.04,462.0,0.635,0.0006
2021-10-04,428.7, 2022-02-18,137.04,515.0,0.18,0.0004
2021-12-20,454.99, 2022-09-16,269.96,494.0,12.195,0.0007000000000000001
2020-09-24,323.42, 2020-09-30,6.0,260.0,63.52,0.001
2020-06-12,304.33, 2020-09-18,98.0,343.0,2.15,0.0016
2020-02-24,322.42, 2020-12-31,311.0,337.0,11.725,0.015
2021-11-04,466.86, 2021-12-17,43.04,487.0,0.805,0.0004
2022-12-26,382.91, 2023-01-13,18.0,440.0,0.02,0.0004
2021-04-19,415.24, 2022-12-16,606.04,500.0,7.495,0.0002
2021-10-19,450.7, 2021-12-17,59.04,135.0,315.635,0.0005
2021-11-30,456.06, 2021-12-10,10.0,489.0,0.045,0.0005
2022-02-16,446.65, 2022-03-11,23.0,416.0,33.09,0.0039000000000000003
2020-08-05,332.03, 2020-09-04,30.0,190.0,142.19,0.001
2022-01-12,470.96, 2022-01-18,6.0,475.0,1.1549999999999998,0.0012
2020-03-24,242.0, 2020-03-25,1.0,311.0,0.005,0.0001
2021-08-16,447.06, 2021-12-17,123.04,355.0,93.885,0.0006
2020-12-16,370.17, 2021-01-13,28.0,361.0,12.73,0.0009
2020-06-23,311.99, 2020-08-21,59.0,234.0,79.41,0.0016
2021-04-28,417.39, 2021-12-17,233.04,391.0,40.605,0.0001
2021-10-13,435.18, 2022-03-18,156.0,590.0,0.05,0.0005
2022-08-24,413.63, 2022-08-31,7.0,390.0,23.88,0.0273
2022-03-11,420.09, 2022-03-18,6.96,403.0,18.155,0.0039000000000000003
2020-06-26,299.98, 2020-12-18,175.04,343.0,4.06,0.0014000000000000002
2021-01-04,368.84, 2021-04-16,101.96,400.0,2.95,0.0009
2022-03-25,452.55, 2022-04-18,24.0,305.0,147.71,0.0053
2022-05-05,414.15, 2023-01-20,260.04,309.0,113.255,0.0084
2021-03-31,396.19, 2021-04-14,14.0,405.0,0.855,0.0003
2021-12-14,463.45, 2021-12-15,1.0,310.0,153.34,0.0005
2021-10-01,434.19, 2023-06-16,623.0,385.0,75.505,0.0004
2021-01-15,375.67, 2021-03-19,62.96,267.0,109.455,0.0009
2020-10-28,326.67, 2021-03-19,142.0,213.0,115.93,0.001
2021-06-10,423.61, 2022-01-21,225.04,437.0,12.675,0.0003
2020-01-31,321.75, 2020-02-18,18.0,311.0,13.075,0.0152
2022-10-05,377.12, 2024-01-19,471.04,195.0,189.0,0.0333
2021-04-22,412.35, 2021-08-20,120.0,388.0,33.405,0.0003
2022-08-16,429.69, 2022-09-02,17.0,381.0,49.46,0.026099999999999998
2021-09-14,444.19, 2022-03-18,185.0,479.0,5.359999999999999,0.0004
2021-09-21,433.74, 2021-11-19,59.04,545.0,0.01,0.0003
2021-12-07,468.29, 2022-03-31,113.96,445.0,35.08,0.0006
2021-07-14,436.29, 2021-10-15,93.0,525.0,0.03,0.0006
2021-09-17,441.52, 2021-09-20,3.0,420.0,21.655,0.0004
2021-05-05,415.72, 2021-08-20,107.0,525.0,0.04,0.0002
2021-01-14,378.45, 2021-01-27,13.0,365.0,15.41,0.0009
2020-12-30,371.99, 2021-01-04,5.0,378.0,0.16,0.0008
2021-05-17,415.52, 2021-11-19,186.04,384.0,43.465,0.0002
2022-06-22,374.35, 2022-09-16,86.0,452.0,0.535,0.015700000000000002
2020-06-22,310.67, 2021-03-19,270.0,329.0,16.315,0.0016
2021-06-23,422.64, 2021-07-06,13.0,463.0,0.005,0.0005
2021-05-05,415.72, 2021-05-12,7.0,475.0,0.005,0.0002
2021-11-12,467.25, 2022-03-18,125.96,452.0,27.905,0.0005
2022-02-16,446.65, 2022-06-17,120.96,403.0,52.625,0.0039000000000000003
2021-12-23,470.57, 2023-01-20,393.0,675.0,0.375,0.0008
2021-12-06,458.82, 2021-12-10,4.0,476.0,0.035,0.0006
2022-09-20,384.16, 2022-10-21,31.0,349.0,38.13,0.0326
2021-11-22,467.41, 2022-03-31,128.96,525.0,1.0550000000000002,0.0005
2022-07-01,381.2, 2022-07-11,10.0,358.0,23.41,0.0166
2022-12-29,383.33, 2023-02-17,50.0,665.0,0.005,0.0434
2021-03-08,381.73, 2021-03-17,8.96,386.0,3.31,0.0005
2020-04-20,281.76, 2020-07-17,88.0,115.0,166.84,0.0012
2020-04-06,264.79, 2020-12-18,256.04,251.0,35.405,0.0015
2021-10-14,442.47, 2021-11-01,18.0,442.0,4.975,0.0005
2022-07-08,388.69, 2023-03-17,252.0,485.0,2.165,0.0191
2021-10-19,450.7, 2022-06-17,241.0,466.0,16.03,0.0005
2020-09-09,339.78, 2020-09-14,5.0,327.0,13.72,0.0012
2022-10-06,373.21, 2022-11-04,29.0,340.0,36.535,0.0332
2021-10-06,434.9, 2021-11-19,44.04,326.0,109.315,0.0004
2020-09-08,333.24, 2020-09-16,8.0,347.0,0.925,0.0013
2020-04-28,285.69, 2020-12-31,247.04,279.0,30.02,0.0011
2021-02-03,381.87, 2021-03-01,26.0,414.0,0.12,0.0004
2021-07-02,433.76, 2021-08-20,49.0,463.0,0.215,0.0005
2020-07-28,321.27, 2020-09-18,52.0,70.0,251.335,0.0011
2020-09-21,327.13, 2020-09-21,0.0,387.0,0.01,0.001
2022-03-16,435.65, 2022-09-30,198.0,310.0,128.935,0.0043
2022-02-17,437.17, 2022-03-14,24.96,439.0,9.375,0.0037
2020-10-06,334.95, 2021-06-18,255.0,299.0,51.505,0.001
2020-08-07,334.57, 2022-12-16,861.04,480.0,2.63,0.001
2020-04-24,282.89, 2020-04-27,3.0,265.0,17.965,0.0012
2021-06-08,422.27, 2021-06-18,10.0,338.0,84.35,0.0002
2022-04-20,444.6, 2022-04-25,5.0,360.0,84.61500000000001,0.008199999999999999
2021-02-19,390.03, 2021-06-18,118.96,255.0,135.91,0.0004
2022-08-17,426.67, 2023-09-15,394.0,330.0,114.445,0.0259
2020-03-18,241.23, 2020-12-18,275.04,80.0,160.57,0.0002
2022-06-06,411.76, 2022-06-13,7.0,445.0,0.015,0.0123
2021-09-24,443.92, 2021-09-30,6.0,386.0,57.955,0.0003
2022-07-07,388.97, 2022-10-21,106.0,405.0,12.06,0.0189
2022-01-05,468.46, 2022-01-21,16.0,459.0,12.835,0.0009
2022-08-22,413.41, 2022-09-30,39.0,322.0,91.345,0.0274
2021-12-08,469.54, 2021-12-22,14.0,429.0,40.815,0.0007000000000000001
2022-08-31,395.13, 2022-09-07,7.0,466.0,0.01,0.0287
2022-06-13,375.01, 2022-06-21,8.0,465.0,0.015,0.0169
2021-04-23,416.71, 2021-12-17,238.04,439.0,11.23,0.0003
2020-03-19,240.94, 2020-04-15,27.0,295.0,0.5449999999999999,0.0004
2020-03-13,270.94, 2020-04-09,27.0,302.0,0.8899999999999999,0.0027
2021-02-18,390.83, 2021-02-19,1.0,354.0,36.7,0.0003
2020-03-20,228.95, 2020-10-16,210.0,323.0,0.625,0.0005
2020-12-16,370.17, 2021-09-17,274.96,515.0,0.26,0.0009
2020-05-18,294.94, 2021-03-19,305.0,327.0,9.655,0.0013
2022-10-28,388.97, 2023-01-20,84.04,418.0,6.720000000000001,0.039900000000000005
2021-06-11,424.34, 2022-01-21,224.04,373.0,58.76,0.0003
2020-10-27,338.33, 2022-09-16,689.0,470.0,3.025,0.001
2021-07-20,431.07, 2022-02-18,213.04,420.0,29.805,0.0005
2022-08-26,405.31, 2022-09-02,7.0,438.0,0.015,0.0278
2020-11-05,350.21, 2020-11-06,1.0,301.0,49.43,0.001
2022-03-28,455.85, 2022-08-19,144.0,275.0,182.045,0.006
2020-02-14,337.6, 2020-11-20,280.0,288.0,55.045,0.0155
2020-03-18,241.23, 2020-03-20,2.0,226.0,18.345,0.0002
2020-09-11,334.1, 2022-12-16,826.04,85.0,249.275,0.0011
2020-04-17,286.56, 2020-06-30,74.0,287.0,15.885,0.0012
2021-06-09,421.65, 2021-07-12,33.0,446.0,0.185,0.0003
2020-06-15,307.11, 2020-06-22,7.0,297.0,11.58,0.0018
2022-05-18,392.11, 2022-06-22,35.0,442.0,0.29,0.0102
2022-07-11,384.33, 2022-12-16,158.04,700.0,0.005,0.0213
2020-04-29,293.15, 2020-06-05,37.0,263.0,33.615,0.001
2022-04-21,438.05, 2022-05-27,36.0,295.0,143.54500000000002,0.008199999999999999
2021-03-15,396.46, 2021-12-31,291.04,334.0,73.32,0.0004
2021-08-18,439.25, 2023-06-16,667.0,395.0,70.5,0.0007000000000000001
2020-11-02,330.16, 2020-11-25,23.0,215.0,115.36,0.0009
2021-08-06,442.47, 2021-09-17,42.0,400.0,44.02,0.0006
2021-12-15,470.59, 2022-01-21,37.0,504.0,0.24,0.0006
2020-07-15,321.98, 2020-07-31,16.0,319.0,7.994999999999999,0.0016
2022-02-10,449.28, 2022-06-17,126.96,690.0,0.01,0.0040999999999999995
2022-07-26,390.92, 2023-03-17,234.0,265.0,131.62,0.0248
2020-05-11,292.62, 2021-03-31,324.0,244.0,60.105,0.0012
2021-03-26,395.84, 2022-01-21,301.04,333.0,72.735,0.0002
2020-04-23,279.01, 2021-03-31,342.0,234.0,60.885,0.0011
2022-04-21,438.05, 2023-12-15,603.04,290.0,163.435,0.008199999999999999
2022-11-02,374.86, 2024-01-19,443.04,610.0,0.5900000000000001,0.0404
2020-03-09,274.48, 2020-09-30,205.0,375.0,0.42,0.0032
2022-07-25,395.54, 2022-08-15,21.0,364.0,32.955,0.0255
2021-04-07,406.57, 2021-07-16,100.0,220.0,186.89,0.0002
2020-07-31,326.42, 2021-03-31,243.0,300.0,41.5,0.0009
2021-09-03,453.08, 2021-09-10,7.0,475.0,0.005,0.0005
2021-07-09,435.44, 2021-07-16,7.0,340.0,95.615,0.0006
2020-09-14,338.44, 2020-09-16,2.0,311.0,27.655,0.0011
2020-03-10,288.39, 2022-12-16,1011.04,260.0,51.0,0.0043
2022-09-14,394.61, 2023-12-15,457.04,495.0,8.32,0.031400000000000004
2022-05-23,396.83, 2022-06-17,25.0,405.0,6.955,0.010700000000000001
2020-08-10,335.56, 2020-09-04,25.0,305.0,31.665,0.0011
2020-08-17,337.9, 2020-09-08,22.0,205.0,132.89,0.001
2020-08-18,338.58, 2021-12-17,486.04,293.0,61.73,0.0009
2021-03-04,376.68, 2023-01-20,687.0,170.0,206.28,0.0004
2022-08-19,422.14, 2022-09-23,35.0,406.0,21.21,0.0264
2020-01-29,326.62, 2020-02-28,30.0,317.0,12.835,0.015300000000000001
2020-04-30,290.26, 2020-05-11,11.0,252.0,38.995000000000005,0.0009
2022-04-27,417.21, 2022-08-19,114.0,540.0,0.05,0.008199999999999999
2021-07-22,435.51, 2021-08-18,27.0,310.0,125.585,0.0005
2021-09-20,434.01, 2021-12-31,102.04,310.0,126.29,0.0004
2022-10-21,374.3, 2022-12-02,42.04,326.0,51.585,0.039
2021-08-16,447.06, 2022-06-17,305.0,620.0,0.165,0.0006
2022-05-04,428.97, 2023-06-16,408.0,480.0,17.5,0.0088
2021-02-16,392.4, 2022-01-21,339.0,340.0,68.16,0.0004
2020-06-01,305.45, 2020-07-10,39.0,278.0,30.015,0.0014000000000000002
2020-08-07,334.57, 2020-08-21,14.0,242.0,92.32,0.001
2020-12-14,364.66, 2023-01-20,767.0,245.0,126.265,0.0009
2020-09-17,335.84, 2020-10-02,15.0,304.0,31.54,0.0009
2020-08-18,338.58, 2021-09-17,395.0,460.0,0.865,0.0009
2021-08-31,451.6, 2021-09-22,22.0,400.0,51.985,0.0004
2020-11-02,330.16, 2021-06-18,227.96,250.0,85.27000000000001,0.0009
2022-10-26,382.12, 2022-11-14,19.04,364.0,21.82,0.0394
2021-12-16,466.42, 2022-12-16,365.0,705.0,0.215,0.0005
2020-11-23,357.54, 2021-12-17,389.0,465.0,1.545,0.0008
2021-06-11,424.34, 2021-07-07,26.0,389.0,35.545,0.0003
2020-11-09,354.53, 2021-05-21,192.96,265.0,92.73,0.0011
2022-10-17,366.79, 2022-12-30,74.04,465.0,0.205,0.0382
2021-12-29,477.48, 2021-12-31,2.0,509.0,0.005,0.0005
2021-11-24,469.44, 2023-06-16,568.96,575.0,6.655,0.0006
2022-09-08,400.39, 2022-12-16,99.04,383.0,29.875,0.0297
2021-11-10,463.67, 2021-12-03,23.0,486.0,0.175,0.0005
2021-02-02,381.47, 2021-09-17,226.96,337.0,58.07,0.0007000000000000001
2022-03-21,444.38, 2022-08-19,151.0,565.0,0.15,0.0055000000000000005
2022-07-18,381.99, 2022-07-25,7.0,280.0,102.215,0.024399999999999998
2021-02-05,387.66, 2021-04-16,69.96,377.0,19.6,0.0003
2021-10-14,442.47, 2022-02-18,127.04,411.0,40.02,0.0005
2020-11-06,350.19, 2020-11-30,24.0,331.0,21.8,0.001
2021-09-13,446.56, 2021-10-15,32.0,393.0,53.83,0.0006
2021-08-31,451.6, 2023-01-20,507.04,324.0,134.0,0.0004
2021-01-12,378.82, 2021-09-17,247.96,309.0,77.97999999999999,0.0009
2020-05-05,286.15, 2020-05-06,1.0,350.0,0.005,0.0013
2022-06-13,375.01, 2022-06-21,8.0,345.0,30.495,0.0169
2020-10-19,342.13, 2021-06-30,254.0,311.0,46.69,0.0011
2020-04-06,264.79, 2020-06-19,74.0,208.0,61.510000000000005,0.0015
2022-05-25,397.36, 2022-06-01,7.0,354.0,43.345,0.0105
2022-04-04,456.7, 2024-01-19,655.04,340.0,139.16,0.0067
2022-11-17,394.25, 2023-01-20,64.0,630.0,0.005,0.041299999999999996
2020-12-07,369.14, 2021-04-16,129.96,286.0,84.78999999999999,0.0008
2022-10-26,382.12, 2023-01-20,86.04,404.0,9.42,0.0394
2020-08-17,337.9, 2021-03-31,226.0,321.0,33.36,0.001
2020-07-02,312.22, 2021-03-19,260.0,208.0,107.29,0.0014000000000000002
2020-11-12,353.33, 2020-11-20,8.0,400.0,0.005,0.001
2020-03-06,297.46, 2020-03-06,0.0,268.0,29.34,0.0045000000000000005
2022-03-01,429.99, 2022-12-16,290.0,685.0,0.105,0.0032
2021-02-19,390.03, 2021-12-17,301.0,307.0,91.675,0.0004
2021-11-11,463.81, 2021-11-29,18.0,400.0,64.065,0.0004
2020-12-16,370.17, 2021-04-16,120.96,337.0,40.34,0.0009
2020-05-21,294.84, 2020-06-15,25.0,309.0,1.5,0.0012
2022-08-19,422.14, 2023-03-31,224.0,413.0,37.305,0.0264
2021-08-24,447.96, 2022-06-30,310.0,422.0,45.79,0.0005
2022-05-30,415.26, 2022-07-01,32.0,404.0,18.895,0.0005
2021-06-09,421.65, 2021-07-23,44.0,434.0,1.965,0.0003
2021-07-23,439.9, 2021-10-15,84.0,422.0,25.265,0.0005
2022-03-17,440.76, 2022-03-28,11.0,391.0,49.72,0.004
2020-05-04,283.59, 2020-05-20,16.0,270.0,17.11,0.0013
2021-10-07,438.62, 2022-03-31,175.0,456.0,12.22,0.0005
2021-08-10,442.67, 2021-08-27,17.0,345.0,97.635,0.0005
2022-01-13,464.78, 2022-03-18,63.96,448.0,25.25,0.0012
2021-12-27,477.26, 2022-05-20,143.96,370.0,111.365,0.0006
2020-06-11,300.69, 2020-09-30,111.0,362.0,0.67,0.0017000000000000001
2022-09-22,374.22, 2022-11-18,57.04,180.0,195.205,0.0319
2022-04-26,416.17, 2022-12-16,234.04,610.0,0.0849999999999999,0.0084
2020-04-22,279.04, 2020-09-30,161.0,201.0,82.815,0.0012
2022-10-21,374.3, 2022-10-21,0.0,245.0,129.335,0.039
2021-06-04,422.56, 2021-10-15,133.0,400.0,31.27,0.0002
2021-07-12,437.2, 2021-08-09,28.0,466.0,0.055,0.0005
2021-02-08,390.52, 2021-05-21,101.96,353.0,44.085,0.0005
2021-05-24,419.12, 2021-06-30,37.0,407.0,15.88,0.0002
2020-11-19,357.78, 2021-12-17,393.0,45.0,313.15,0.0007000000000000001
2021-11-16,469.17, 2021-12-23,37.0,445.0,26.645,0.0005
2021-10-05,433.06, 2021-12-31,87.04,425.0,20.46,0.0004
2021-08-13,445.92, 2023-01-20,525.04,230.0,216.0,0.0006
